"Site","Year","SampleRound","GenusSpecies","Abundance","SpParasitismRate"
"HM",2018,1,"Bombus flavifrons",2,0.5
"HM",2018,1,"Bombus huntii",5,0.2
"HM",2018,1,"Bombus rufocinctus",1,0
"HM",2018,1,"Cheilosia sp. a",1,NA
"HM",2018,1,"Copestylum lentum",1,NA
"HM",2018,1,"Diadasia diminuta",1,NA
"HM",2018,1,"Dufourea maura",1,NA
"HM",2018,1,"Eristalis stipator",1,NA
"HM",2018,1,"Halictus rubicundus",1,NA
"HM",2018,1,"Halictus tripartitus",1,NA
"HM",2018,1,"Heriades cressoni",5,NA
"HM",2018,1,"Heterosarus bakeri",5,NA
"HM",2018,1,"Lasioglossum aquilae",25,NA
"HM",2018,1,"Lasioglossum pacatum/viridatulum",15,NA
"HM",2018,1,"Lasioglossum ruidosense cf.",12,NA
"HM",2018,1,"Lasioglossum trizonatum",3,NA
"HM",2018,1,"Megachile comata",1,0
"HM",2018,1,"Megachile fidelis",3,0
"HM",2018,1,"Megachile frigida",9,0.333333333333333
"HM",2018,1,"Megachile mellitarsis",2,0.5
"HM",2018,1,"Megachile relativa",5,0.75
"HM",2018,1,"Protandrena sp. d",1,NA
"HM",2018,1,"Pseudopanurgus atricornis",25,NA
"HM",2018,1,"Scaeva affinis",1,NA
"HM",2018,1,"Sphecodes sp. a",1,NA
"HM",2018,1,"Syrphus ribesii",1,NA
"HM",2018,1,"Triepeolus sp. b",2,NA
"HM",2018,2,"Apis mellifera",13,0.230769230769231
"HM",2018,2,"Bombus centralis",7,0.428571428571429
"HM",2018,2,"Bombus huntii",3,0.333333333333333
"HM",2018,2,"Cheilosia sp. a",1,NA
"HM",2018,2,"Dufourea maura",2,NA
"HM",2018,2,"Eupeodes fumipennis",1,NA
"HM",2018,2,"Heterosarus bakeri",1,NA
"HM",2018,2,"Heterosarus neomexicanus",3,NA
"HM",2018,2,"Lasioglossum aquilae",2,NA
"HM",2018,2,"Lasioglossum pacatum/viridatulum",7,NA
"HM",2018,2,"Megachile frigida",1,1
"HM",2018,2,"Protandrena sp. d",1,NA
"HM",2018,2,"Pseudopanurgus atricornis",16,NA
"HM",2018,2,"Syrphus opinator",2,NA
"HM",2018,2,"Triepeolus sp. a",4,NA
"JC",2012,1,"Agapostemon angelicus",20,NA
"JC",2012,1,"Allograpta obliqua",2,NA
"JC",2012,1,"Andrena apacheorum",16,NA
"JC",2012,1,"Andrena costillensis",1,NA
"JC",2012,1,"Anthidium tenuiflorae",1,NA
"JC",2012,1,"Anthophora montana",5,NA
"JC",2012,1,"Anthophora terminalis",1,NA
"JC",2012,1,"Arctophila flagrans",9,NA
"JC",2012,1,"Blera confusa",1,NA
"JC",2012,1,"Bombus bifarius",58,NA
"JC",2012,1,"Bombus flavifrons",20,NA
"JC",2012,1,"Bombus huntii",1,NA
"JC",2012,1,"Bombus occidentalis",2,NA
"JC",2012,1,"Bombus rufocinctus",37,NA
"JC",2012,1,"Cheilosia sp. a",2,NA
"JC",2012,1,"Coelioxys sodalis",1,NA
"JC",2012,1,"Dufourea fimbriata",20,NA
"JC",2012,1,"Dufourea maura",2,NA
"JC",2012,1,"Eristalis arbustorum",1,NA
"JC",2012,1,"Eristalis hirta",2,NA
"JC",2012,1,"Eristalis stipator",39,NA
"JC",2012,1,"Eristalis tenax",1,NA
"JC",2012,1,"Eupeodes volucris",2,NA
"JC",2012,1,"Halictus rubicundus",6,NA
"JC",2012,1,"Hammerschmidtia rufa",1,NA
"JC",2012,1,"Heterosarus bakeri",6,NA
"JC",2012,1,"Hylaeus annulatus",7,NA
"JC",2012,1,"Hylaeus wootoni",3,NA
"JC",2012,1,"Lapposyrphus lapponicus",2,NA
"JC",2012,1,"Lasioglossum aquilae",53,NA
"JC",2012,1,"Lasioglossum laevissimum",13,NA
"JC",2012,1,"Lasioglossum lusorium",2,NA
"JC",2012,1,"Lasioglossum obnubilum",3,NA
"JC",2012,1,"Lasioglossum occultum cf.",2,NA
"JC",2012,1,"Lasioglossum prasinogaster",1,NA
"JC",2012,1,"Lasioglossum ruidosense cf.",17,NA
"JC",2012,1,"Lasioglossum sedi",2,NA
"JC",2012,1,"Lasioglossum semicaeruleum",16,NA
"JC",2012,1,"Lasioglossum sisymbrii",3,NA
"JC",2012,1,"Lejops polygrammus",3,NA
"JC",2012,1,"Megachile frigida",11,NA
"JC",2012,1,"Megachile gemula fulvogemula",1,NA
"JC",2012,1,"Megachile melanophaea",5,NA
"JC",2012,1,"Megachile melanophaea rohweri",1,NA
"JC",2012,1,"Megachile relativa",2,NA
"JC",2012,1,"Melissodes confusa",5,NA
"JC",2012,1,"Melissodes coreopsis",1,NA
"JC",2012,1,"Melissodes menuachus",2,NA
"JC",2012,1,"Melissodes sp. a",1,NA
"JC",2012,1,"Melissodes sp. b",1,NA
"JC",2012,1,"Melissodes tristis",8,NA
"JC",2012,1,"Osmia juxta",2,NA
"JC",2012,1,"Panurginus cressoniellus",8,NA
"JC",2012,1,"Pipizini sp. a",1,NA
"JC",2012,1,"Platycheirus confusus",1,NA
"JC",2012,1,"Platycheirus stegnus",1,NA
"JC",2012,1,"Pseudopanurgus atricornis",11,NA
"JC",2012,1,"Sphecodes sp. b",4,NA
"JC",2012,1,"Syrphus opinator",2,NA
"JC",2012,1,"Syrphus ribesii",2,NA
"JC",2012,1,"Toxomerus marginatus",1,NA
"JC",2012,1,"Xylota sp. b",3,NA
"JC",2012,1,"Xylota sp. c",1,NA
"JC",2017,1,"Agapostemon angelicus",3,NA
"JC",2017,1,"Andrena birtwelli",1,NA
"JC",2017,1,"Anthophora terminalis",4,NA
"JC",2017,1,"Bombus bifarius",4,NA
"JC",2017,1,"Bombus rufocinctus",3,NA
"JC",2017,1,"Cheilosia sp. a",2,NA
"JC",2017,1,"Colletes nigrifrons",18,NA
"JC",2017,1,"Colletes phaceliae",2,NA
"JC",2017,1,"Colletes sp. 1",1,NA
"JC",2017,1,"Eristalis stipator",6,NA
"JC",2017,1,"Eupeodes volucris",1,NA
"JC",2017,1,"Halictus farinosus",1,NA
"JC",2017,1,"Lasioglossum aquilae",1,NA
"JC",2017,1,"Lasioglossum lusorium",3,NA
"JC",2017,1,"Lasioglossum obnubilum",6,NA
"JC",2017,1,"Lasioglossum ruidosense cf.",2,NA
"JC",2017,1,"Lasioglossum semicaeruleum",2,NA
"JC",2017,1,"Megachile melanophaea",10,NA
"JC",2017,1,"Megachile melanophaea rohweri",1,NA
"JC",2017,1,"Megachile relativa",1,NA
"JC",2017,1,"Melissodes tristis",1,NA
"JC",2017,1,"Osmia albolateralis",1,NA
"JC",2017,1,"Osmia bucephala",3,NA
"JC",2017,1,"Panurginus cressoniellus",7,NA
"JC",2017,1,"Pipizini sp. a",1,NA
"JC",2017,1,"Sphecodes sp. b",1,NA
"JC",2017,1,"Volucella facialis",1,NA
"JC",2017,2,"Agapostemon angelicus",4,NA
"JC",2017,2,"Andrena birtwelli",3,NA
"JC",2017,2,"Anthophora terminalis",3,NA
"JC",2017,2,"Bombus appositus",1,NA
"JC",2017,2,"Bombus bifarius",5,NA
"JC",2017,2,"Bombus centralis",1,NA
"JC",2017,2,"Bombus flavifrons",4,NA
"JC",2017,2,"Bombus occidentalis",1,NA
"JC",2017,2,"Bombus rufocinctus",18,NA
"JC",2017,2,"Cheilosia sp. a",4,NA
"JC",2017,2,"Colletes nigrifrons",2,NA
"JC",2017,2,"Dufourea maura",1,NA
"JC",2017,2,"Eristalis stipator",13,NA
"JC",2017,2,"Eupeodes volucris",1,NA
"JC",2017,2,"Halictus rubicundus",1,NA
"JC",2017,2,"Hylaeus basalis",2,NA
"JC",2017,2,"Lasioglossum ruidosense cf.",1,NA
"JC",2017,2,"Lasioglossum semicaeruleum",5,NA
"JC",2017,2,"Lasioglossum sisymbrii",1,NA
"JC",2017,2,"Lasioglossum sp. 1",1,NA
"JC",2017,2,"Megachile frigida",1,NA
"JC",2017,2,"Megachile melanophaea",21,NA
"JC",2017,2,"Osmia juxta",1,NA
"JC",2017,2,"Panurginus cressoniellus",4,NA
"JC",2017,2,"Volucella facialis",1,NA
"JC",2017,3,"Agapostemon angelicus",9,NA
"JC",2017,3,"Andrena apacheorum",1,NA
"JC",2017,3,"Andrena birtwelli",1,NA
"JC",2017,3,"Andrena costillensis",1,NA
"JC",2017,3,"Bombus appositus",2,NA
"JC",2017,3,"Bombus bifarius",23,NA
"JC",2017,3,"Bombus centralis",6,NA
"JC",2017,3,"Bombus flavifrons",6,NA
"JC",2017,3,"Bombus morrisoni",1,NA
"JC",2017,3,"Bombus nevadensis",1,NA
"JC",2017,3,"Bombus rufocinctus",54,NA
"JC",2017,3,"Calliopsis teucrii",1,NA
"JC",2017,3,"Cheilosia sp. a",2,NA
"JC",2017,3,"Chrysotoxum sp. a",2,NA
"JC",2017,3,"Colletes gilensis",1,NA
"JC",2017,3,"Colletes lutzi lutzi",1,NA
"JC",2017,3,"Eristalis stipator",9,NA
"JC",2017,3,"Halictus ligatus",1,NA
"JC",2017,3,"Heterosarus bakeri",2,NA
"JC",2017,3,"Hylaeus annulatus",1,NA
"JC",2017,3,"Hylaeus wootoni",2,NA
"JC",2017,3,"Lasioglossum aquilae",10,NA
"JC",2017,3,"Lasioglossum laevissimum",3,NA
"JC",2017,3,"Lasioglossum obnubilum",2,NA
"JC",2017,3,"Lasioglossum pacatum/viridatulum",1,NA
"JC",2017,3,"Lasioglossum ruidosense cf.",10,NA
"JC",2017,3,"Lasioglossum semicaeruleum",1,NA
"JC",2017,3,"Megachile frigida",3,NA
"JC",2017,3,"Megachile gemula",3,NA
"JC",2017,3,"Megachile melanophaea",4,NA
"JC",2017,3,"Panurginus cressoniellus",8,NA
"JC",2017,3,"Pseudopanurgus atricornis",3,NA
"JC",2018,1,"Agapostemon angelicus",1,NA
"JC",2018,1,"Andrena apacheorum",2,NA
"JC",2018,1,"Andrena costillensis",1,NA
"JC",2018,1,"Anthophora montana",3,1
"JC",2018,1,"Bombus bifarius",2,0
"JC",2018,1,"Bombus centralis",6,0.75
"JC",2018,1,"Bombus flavifrons",1,1
"JC",2018,1,"Bombus nevadensis",1,1
"JC",2018,1,"Bombus rufocinctus",2,1
"JC",2018,1,"Eristalis tenax",1,NA
"JC",2018,1,"Eupeodes fumipennis",1,NA
"JC",2018,1,"Halictus rubicundus",2,NA
"JC",2018,1,"Heringia sp. a",1,NA
"JC",2018,1,"Heterosarus bakeri",1,NA
"JC",2018,1,"Heterosarus neomexicanus",1,NA
"JC",2018,1,"Lapposyrphus lapponicus",1,NA
"JC",2018,1,"Lasioglossum aquilae",6,NA
"JC",2018,1,"Lasioglossum laevissimum",4,NA
"JC",2018,1,"Lasioglossum obnubilum",3,NA
"JC",2018,1,"Lasioglossum ruidosense cf.",8,NA
"JC",2018,1,"Lasioglossum sp. s",1,NA
"JC",2018,1,"Megachile gemula fulvogemula",2,1
"JC",2018,1,"Panurginus cressoniellus",2,NA
"JC",2018,1,"Panurginus sp. a",1,NA
"JC",2018,1,"Protandrena sp. a",1,NA
"JC",2018,1,"Pseudopanurgus atricornis",2,NA
"JC",2018,1,"Scaeva affinis",1,NA
"JC",2018,1,"Syrphus opinator",1,NA
"JC",2018,2,"Andrena apacheorum",1,NA
"JC",2018,2,"Bombus bifarius",9,0.555555555555556
"JC",2018,2,"Bombus centralis",4,0.5
"JC",2018,2,"Bombus flavifrons",2,0
"JC",2018,2,"Bombus huntii",1,1
"JC",2018,2,"Bombus rufocinctus",1,1
"JC",2018,2,"Chrysotoxum sp. a",1,NA
"JC",2018,2,"Dufourea maura",1,NA
"JC",2018,2,"Eupeodes volucris",1,NA
"JC",2018,2,"Halictus rubicundus",2,NA
"JC",2018,2,"Heterosarus bakeri",6,NA
"JC",2018,2,"Lasioglossum aquilae",2,NA
"JC",2018,2,"Lasioglossum obnubilum",1,NA
"JC",2018,2,"Lasioglossum ruidosense cf.",5,NA
"JC",2018,2,"Parasyrphus relictus",1,NA
"JC",2018,2,"Pseudopanurgus atricornis",2,NA
"JC",2018,2,"Scaeva affinis",2,NA
"MM",2012,1,"Agapostemon angelicus",2,NA
"MM",2012,1,"Andrena apacheorum",32,NA
"MM",2012,1,"Anthidium maculosum",3,NA
"MM",2012,1,"Anthophora montana",5,NA
"MM",2012,1,"Anthophora urbana",24,NA
"MM",2012,1,"Apis mellifera",45,NA
"MM",2012,1,"Bombus centralis",2,NA
"MM",2012,1,"Bombus flavifrons",34,NA
"MM",2012,1,"Bombus huntii",104,NA
"MM",2012,1,"Bombus morrisoni",6,NA
"MM",2012,1,"Bombus rufocinctus",1,NA
"MM",2012,1,"Chamaesyrphus willistoni",12,NA
"MM",2012,1,"Chrysotoxum sp. a",105,NA
"MM",2012,1,"Colletes skinneri",3,NA
"MM",2012,1,"Copestylum anna",71,NA
"MM",2012,1,"Copestylum avidum",67,NA
"MM",2012,1,"Copestylum comstocki",2,NA
"MM",2012,1,"Copestylum haagi",5,NA
"MM",2012,1,"Copestylum lentum",84,NA
"MM",2012,1,"Copestylum mexicana",1,NA
"MM",2012,1,"Copestylum victoria",1,NA
"MM",2012,1,"Copestylum violaceum",69,NA
"MM",2012,1,"Dasysyrphus sp. a",1,NA
"MM",2012,1,"Diadasia diminuta",1,NA
"MM",2012,1,"Didea fuscipes",3,NA
"MM",2012,1,"Eristalis stipator",4,NA
"MM",2012,1,"Eristalis tenax",1,NA
"MM",2012,1,"Eupeodes volucris",3,NA
"MM",2012,1,"Halictus tripartitus",1,NA
"MM",2012,1,"Heterosarus bakeri",2,NA
"MM",2012,1,"Heterosarus neomexicanus",1,NA
"MM",2012,1,"Lasioglossum perdifficile",1,NA
"MM",2012,1,"Lasioglossum ruidosense cf.",6,NA
"MM",2012,1,"Lasioglossum semicaeruleum",12,NA
"MM",2012,1,"Lasioglossum sisymbrii",4,NA
"MM",2012,1,"Lejops polygrammus",1,NA
"MM",2012,1,"Megachile comata",2,NA
"MM",2012,1,"Megachile frigida",4,NA
"MM",2012,1,"Megachile melanophaea rohweri",1,NA
"MM",2012,1,"Platycheirus spinipes",1,NA
"MM",2012,1,"Pseudopanurgus atricornis",29,NA
"MM",2012,1,"Xylota sp. a",1,NA
"MM",2017,1,"Agapostemon angelicus",30,NA
"MM",2017,1,"Anthophora montana",13,NA
"MM",2017,1,"Anthophora urbana",8,NA
"MM",2017,1,"Apis mellifera",1,NA
"MM",2017,1,"Bombus centralis",5,NA
"MM",2017,1,"Bombus huntii",2,NA
"MM",2017,1,"Colletes eulophi",1,NA
"MM",2017,1,"Colletes sp. 3",1,NA
"MM",2017,1,"Copestylum lentum",2,NA
"MM",2017,1,"Eristalis stipator",13,NA
"MM",2017,1,"Eupeodes fumipennis",1,NA
"MM",2017,1,"Halictus ligatus",4,NA
"MM",2017,1,"Halictus tripartitus",5,NA
"MM",2017,1,"Lasioglossum comulum aff.",1,NA
"MM",2017,1,"Lasioglossum desertum",2,NA
"MM",2017,1,"Lasioglossum egregium",1,NA
"MM",2017,1,"Lasioglossum heterorhinum",1,NA
"MM",2017,1,"Lasioglossum lusorium",5,NA
"MM",2017,1,"Lasioglossum M2",3,NA
"MM",2017,1,"Lasioglossum semicaeruleum",6,NA
"MM",2017,1,"Lasioglossum sisymbrii",2,NA
"MM",2017,1,"Lasioglossum sp. 4",1,NA
"MM",2017,1,"Megachile lippiae",1,NA
"MM",2017,1,"Megachile melanophaea rohweri",1,NA
"MM",2017,1,"Melissodes tristis",13,NA
"MM",2017,1,"Paragus haemorrhous",1,NA
"MM",2017,1,"Perdita fallax",3,NA
"MM",2017,1,"Sphecodes sp. b",13,NA
"MM",2017,1,"Xeromelecta californica",1,NA
"MM",2017,2,"Agapostemon angelicus",21,NA
"MM",2017,2,"Andrena apacheorum",2,NA
"MM",2017,2,"Anthidium maculosum",5,NA
"MM",2017,2,"Anthophora californica",1,NA
"MM",2017,2,"Anthophora montana",38,NA
"MM",2017,2,"Anthophora urbana",2,NA
"MM",2017,2,"Apis mellifera",26,NA
"MM",2017,2,"Bombus centralis",10,NA
"MM",2017,2,"Bombus fervidus",1,NA
"MM",2017,2,"Bombus huntii",120,NA
"MM",2017,2,"Chrysotoxum sp. a",1,NA
"MM",2017,2,"Colletes gilensis",2,NA
"MM",2017,2,"Colletes slevini",1,NA
"MM",2017,2,"Copestylum anna",1,NA
"MM",2017,2,"Copestylum avidum",8,NA
"MM",2017,2,"Copestylum haagi",1,NA
"MM",2017,2,"Copestylum lentum",20,NA
"MM",2017,2,"Copestylum mexicana",1,NA
"MM",2017,2,"Copestylum satur",1,NA
"MM",2017,2,"Copestylum violaceum",35,NA
"MM",2017,2,"Dasysyrphus sp. a",1,NA
"MM",2017,2,"Eristalis stipator",21,NA
"MM",2017,2,"Halictus ligatus",2,NA
"MM",2017,2,"Heterosarus bakeri",1,NA
"MM",2017,2,"Heterosarus neomexicanus",2,NA
"MM",2017,2,"Hylaeus wootoni",1,NA
"MM",2017,2,"Lasioglossum desertum",3,NA
"MM",2017,2,"Lasioglossum M2",2,NA
